"","WillowSubNo","PayCode","movieCheck","trialNo","itemId","eventOrder","blockOrder","eventType","condition","manner","result","verbName","verbMeaning","seeAmbigV1","seeAmbigV2","seeBiasV1","seeBiasV2","seeTrain1a","seeTrain2a","seeTrain3a","seeTrain1b","seeTrain2b","seeTrain3b","seeTestV1","seeTestV2","ambigS","ambigV","bias1","bias2","biasV1Ans","bias1RESP","biasV2Ans","bias2RESP","test1","test2","testV1Ans","test1RESP","testV2Ans","test2RESP","catchTrialNum","catchOrderedNum","catchTrialRESP","commentCheck","HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Comments","Answer.English","Answer.country","Approve","Reject","trialCount","SubNo"
"458","39","f3db592f77a39","A big red ball chasing a small green ball","12","1","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","bat","break","blicking","bat","1","1","1","1","1","1","1","1","1","1","1","0","The monster is blicking the record.","bat.break.record","bat.flatten.cupcake","comb.break.cookies","1","0","0","1","bat.open.babybottle","pliers.break.eyeglasses","1","","0","","2 9 9 8 4","    24899","24899","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2AGUQIHPCGJ2QSJQR9WXN0JU4FR71A","A2H45V728GQPVQ","Approved","Thu Sep 26 16:57:24 GMT 2013","Thu Sep 26 18:08:11 GMT 2013","Sun Oct 06 11:08:11 PDT 2013","Fri Sep 27 11:21:54 PDT 2013",NA,NA,4247,"100% (1/1)","100% (1/1)","100% (1/1)","I don't think the repetition is necessary. And I'm sure the plus sign has a purpose but it's kinda frustrating.","yes","USA",NA,NA,16,"29"
"450","39","f3db592f77a39","A big red ball chasing a small green ball","13","3","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","crowbar","open","zicking","crowbar","1","1","1","1","1","1","1","1","1","1","1","0","The monster is zicking the grill.","crowbar.open.grill","crowbar.rip.pillow","trowel.open.door","1","0","0","1","crowbar.break.shoe","poker.open.window","1","","0","","8 1 7 6 2","    12678","12678","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2AGUQIHPCGJ2QSJQR9WXN0JU4FR71A","A2H45V728GQPVQ","Approved","Thu Sep 26 16:57:24 GMT 2013","Thu Sep 26 18:08:11 GMT 2013","Sun Oct 06 11:08:11 PDT 2013","Fri Sep 27 11:21:54 PDT 2013",NA,NA,4247,"100% (1/1)","100% (1/1)","100% (1/1)","I don't think the repetition is necessary. And I'm sure the plus sign has a purpose but it's kinda frustrating.","yes","USA",NA,NA,16,"29"
"456","39","f3db592f77a39","A big red ball chasing a small green ball","14","4","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","hammer","crush","nibbing","hammer","1","1","1","1","1","1","1","1","1","1","1","0","The monster is nibbing the strawberries.","hammer.crush.strawberries","pliers.crush.candycanes","hammer.empty.brushcontainer","0","1","1","-1","comb.crush.juicebox","hammer.cut.watermelon","0","","1","","2 5 8 0 2","    02258","02258","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2AGUQIHPCGJ2QSJQR9WXN0JU4FR71A","A2H45V728GQPVQ","Approved","Thu Sep 26 16:57:24 GMT 2013","Thu Sep 26 18:08:11 GMT 2013","Sun Oct 06 11:08:11 PDT 2013","Fri Sep 27 11:21:54 PDT 2013",NA,NA,4247,"100% (1/1)","100% (1/1)","100% (1/1)","I don't think the repetition is necessary. And I'm sure the plus sign has a purpose but it's kinda frustrating.","yes","USA",NA,NA,16,"29"
"464","39","f3db592f77a39","A big red ball chasing a small green ball","15","7","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","poker","empty","wugging","poker","1","1","1","1","1","1","1","1","1","1","1","0","The monster is wugging the trash.","poker.empty.trash","poker.crush.car","knife.empty.goblet","1","0","0","1","poker.bend.lamp","crowbar.empty.detergentcontainer","1","","0","","3 3 2 8 1","    12338","12338","Is the plus sign really necessary? yes, I see it.","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2AGUQIHPCGJ2QSJQR9WXN0JU4FR71A","A2H45V728GQPVQ","Approved","Thu Sep 26 16:57:24 GMT 2013","Thu Sep 26 18:08:11 GMT 2013","Sun Oct 06 11:08:11 PDT 2013","Fri Sep 27 11:21:54 PDT 2013",NA,NA,4247,"100% (1/1)","100% (1/1)","100% (1/1)","I don't think the repetition is necessary. And I'm sure the plus sign has a purpose but it's kinda frustrating.","yes","USA",NA,NA,16,"29"
"463","39","f3db592f77a39","A big red ball chasing a small green ball","16","5","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","knife","cut","gorping","knife","1","1","1","1","1","1","1","1","1","1","1","0","The monster is gorping the bread.","knife.cut.bread","knife.bend.fork","poker.cut.curtain","1","0","0","1","knife.crush.apple","trowel.cut.cheese","1","","0","","6 1 2 7 9","    12679","12679","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2AGUQIHPCGJ2QSJQR9WXN0JU4FR71A","A2H45V728GQPVQ","Approved","Thu Sep 26 16:57:24 GMT 2013","Thu Sep 26 18:08:11 GMT 2013","Sun Oct 06 11:08:11 PDT 2013","Fri Sep 27 11:21:54 PDT 2013",NA,NA,4247,"100% (1/1)","100% (1/1)","100% (1/1)","I don't think the repetition is necessary. And I'm sure the plus sign has a purpose but it's kinda frustrating.","yes","USA",NA,NA,16,"29"
"452","39","f3db592f77a39","A big red ball chasing a small green ball","2","3","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","flapwalk","up","zarking","up","1","1","1","1","1","1","1","1","1","1","1","1","The monster is zarking up to the cat.","flapwalk.up.cat","flapwalk.around.horse","crawl.up.swan","1","0","0","1","tiptoe.up.well","flapwalk.into.igloo","1","1","0","0","9 9 5 4 9","    45999","45999","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2AGUQIHPCGJ2QSJQR9WXN0JU4FR71A","A2H45V728GQPVQ","Approved","Thu Sep 26 16:57:24 GMT 2013","Thu Sep 26 18:08:11 GMT 2013","Sun Oct 06 11:08:11 PDT 2013","Fri Sep 27 11:21:54 PDT 2013",NA,NA,4247,"100% (1/1)","100% (1/1)","100% (1/1)","I don't think the repetition is necessary. And I'm sure the plus sign has a purpose but it's kinda frustrating.","yes","USA",NA,NA,16,"29"
"461","39","f3db592f77a39","A big red ball chasing a small green ball","3","2","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","crawl","down","glipping","down","1","1","1","1","1","1","1","1","1","1","1","1","The monster is glipping down to the clown.","crawl.down.clown","flapwalk.down.frog","crawl.into.cave","0","1","1","0","crawl.around.birdhouse","stoopwalk.down.lamp","0","0","1","1","7 7 6 7 9","    67779","67779","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2AGUQIHPCGJ2QSJQR9WXN0JU4FR71A","A2H45V728GQPVQ","Approved","Thu Sep 26 16:57:24 GMT 2013","Thu Sep 26 18:08:11 GMT 2013","Sun Oct 06 11:08:11 PDT 2013","Fri Sep 27 11:21:54 PDT 2013",NA,NA,4247,"100% (1/1)","100% (1/1)","100% (1/1)","I don't think the repetition is necessary. And I'm sure the plus sign has a purpose but it's kinda frustrating.","yes","USA",NA,NA,16,"29"
"460","39","f3db592f77a39","A big red ball chasing a small green ball","4","5","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","roll","between","torging","between","1","1","1","1","1","1","1","1","1","1","1","1","The monster is torging between the trees. ","roll.between.trees","roll.through.tent","walk.between.buildings","1","0","0","1","crabwalk.between.lights","roll.over.shrub","1","1","0","0","8 6 2 6 8","    26688","26688","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2AGUQIHPCGJ2QSJQR9WXN0JU4FR71A","A2H45V728GQPVQ","Approved","Thu Sep 26 16:57:24 GMT 2013","Thu Sep 26 18:08:11 GMT 2013","Sun Oct 06 11:08:11 PDT 2013","Fri Sep 27 11:21:54 PDT 2013",NA,NA,4247,"100% (1/1)","100% (1/1)","100% (1/1)","I don't think the repetition is necessary. And I'm sure the plus sign has a purpose but it's kinda frustrating.","yes","USA",NA,NA,16,"29"
"449","39","f3db592f77a39","A big red ball chasing a small green ball","5","6","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","stoopwalk","through","pimming","through","1","1","1","1","1","1","1","1","1","1","1","1","The monster is pimming through the flowers.","stoopwalk.through.flowers","tiptoe.through.lighthouse","stoopwalk.between.swings","0","1","1","1","stoopwalk.front.fishtank","crawl.through.pyramid","0","0","1","1","7 2 3 5","   2357","2357","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2AGUQIHPCGJ2QSJQR9WXN0JU4FR71A","A2H45V728GQPVQ","Approved","Thu Sep 26 16:57:24 GMT 2013","Thu Sep 26 18:08:11 GMT 2013","Sun Oct 06 11:08:11 PDT 2013","Fri Sep 27 11:21:54 PDT 2013",NA,NA,4247,"100% (1/1)","100% (1/1)","100% (1/1)","I don't think the repetition is necessary. And I'm sure the plus sign has a purpose but it's kinda frustrating.","yes","USA",NA,NA,16,"29"
"462","39","f3db592f77a39","A big red ball chasing a small green ball","6","1","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","crabwalk","into","krading","into","1","1","1","1","0","1","1","1","1","1","1","1","The monster is krading into the garage.","crabwalk.into.garage","crabwalk.down.birdhouse","hop.into.cabin","1","0","0","1","roll.into.tower","crabwalk.up.cat","1","1","0","0","1 4 2 1 1","    11124","11124","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2AGUQIHPCGJ2QSJQR9WXN0JU4FR71A","A2H45V728GQPVQ","Approved","Thu Sep 26 16:57:24 GMT 2013","Thu Sep 26 18:08:11 GMT 2013","Sun Oct 06 11:08:11 PDT 2013","Fri Sep 27 11:21:54 PDT 2013",NA,NA,4247,"100% (1/1)","100% (1/1)","100% (1/1)","I don't think the repetition is necessary. And I'm sure the plus sign has a purpose but it's kinda frustrating.","yes","USA",NA,NA,16,"29"
"453","39","f3db592f77a39","A big red ball chasing a small green ball","7","4","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","hop","around","molking","around","1","1","1","1","0","1","1","1","1","1","1","1","The monster is molking around the penguin.","hop.around.penguin","crabwalk.around.firehouse","hop.up.deer","0","1","1","0","hop.down.gazeebo","walk.around.goat","0","0","1","1","3 3 6 9 0","    03369","03369","I thought I only had to watch more videos describing what the verb means for 1-6. I realllllly don't need to see it three more times. And I definitely don't need to watch it again after I've already seen it. ahhhhhhhh","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2AGUQIHPCGJ2QSJQR9WXN0JU4FR71A","A2H45V728GQPVQ","Approved","Thu Sep 26 16:57:24 GMT 2013","Thu Sep 26 18:08:11 GMT 2013","Sun Oct 06 11:08:11 PDT 2013","Fri Sep 27 11:21:54 PDT 2013",NA,NA,4247,"100% (1/1)","100% (1/1)","100% (1/1)","I don't think the repetition is necessary. And I'm sure the plus sign has a purpose but it's kinda frustrating.","yes","USA",NA,NA,16,"29"
"459","39","f3db592f77a39","A big red ball chasing a small green ball","8","7","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","tiptoe","over","birking","over","0","1","1","1","1","1","1","1","1","1","1","0","The monster is birking over the cone.","tiptoe.over.cone","tiptoe.front.snowplow","stoopwalk.over.haystack","1","0","0","1","flapwalk.over.plane","tiptoe.between.pigs","1","1","0","0","6 7 2 4 9","    24679","24679","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2AGUQIHPCGJ2QSJQR9WXN0JU4FR71A","A2H45V728GQPVQ","Approved","Thu Sep 26 16:57:24 GMT 2013","Thu Sep 26 18:08:11 GMT 2013","Sun Oct 06 11:08:11 PDT 2013","Fri Sep 27 11:21:54 PDT 2013",NA,NA,4247,"100% (1/1)","100% (1/1)","100% (1/1)","I don't think the repetition is necessary. And I'm sure the plus sign has a purpose but it's kinda frustrating.","yes","USA",NA,NA,16,"29"
"457","39","f3db592f77a39","A big red ball chasing a small green ball","9","2","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","comb","rip","gossing","comb","1","1","1","1","1","1","1","1","1","1","1","0","The monster is gossing the armchair.","comb.rip.armchair","bat.rip.kite","comb.open.book","0","1","1","1","hammer.rip.shirt","comb.flatten.burger","0","","1","","5 3 3 4 3","    33345","33345","","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"2AGUQIHPCGJ2QSJQR9WXN0JU4FR71A","A2H45V728GQPVQ","Approved","Thu Sep 26 16:57:24 GMT 2013","Thu Sep 26 18:08:11 GMT 2013","Sun Oct 06 11:08:11 PDT 2013","Fri Sep 27 11:21:54 PDT 2013",NA,NA,4247,"100% (1/1)","100% (1/1)","100% (1/1)","I don't think the repetition is necessary. And I'm sure the plus sign has a purpose but it's kinda frustrating.","yes","USA",NA,NA,16,"29"
"46","109","a3e0f1599dg109","yellow background  with green and red ball bouncing around","1","2","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","crawl","down","glipping","down","1","1","1","1","1","1","1","1","1","1","1","1","The monster is glipping down to the clown.","crawl.down.clown","flapwalk.down.frog","crawl.into.cave","0","1","1","1","crawl.around.birdhouse","stoopwalk.down.lamp","0","0","1","1","7 0 1 0 2","    00127","00127","none","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"22FQQ7Q670513AUPFETTWC1213WWCW","A3E6BYDQT3QTDL","Approved","Thu Sep 26 17:18:41 GMT 2013","Thu Sep 26 18:28:56 GMT 2013","Sun Oct 06 11:28:56 PDT 2013","Fri Sep 27 11:21:51 PDT 2013",NA,NA,4215,"100% (2/2)","100% (1/1)","100% (1/1)","really long","yes","USA",NA,NA,16,"3"
"48","109","a3e0f1599dg109","yellow background  with green and red ball bouncing around","10","5","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","knife","cut","gorping","knife","1","1","1","1","1","1","1","1","1","1","1","1","The monster is gorping the bread.","knife.cut.bread","knife.bend.fork","poker.cut.curtain","1","0","0","1","knife.crush.apple","trowel.cut.cheese","1","","0","","1 9 7 7 4","    14779","14779","no","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"22FQQ7Q670513AUPFETTWC1213WWCW","A3E6BYDQT3QTDL","Approved","Thu Sep 26 17:18:41 GMT 2013","Thu Sep 26 18:28:56 GMT 2013","Sun Oct 06 11:28:56 PDT 2013","Fri Sep 27 11:21:51 PDT 2013",NA,NA,4215,"100% (2/2)","100% (1/1)","100% (1/1)","really long","yes","USA",NA,NA,16,"3"
"47","109","a3e0f1599dg109","yellow background  with green and red ball bouncing around","11","8","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","trowel","flatten","rolting","trowel","0","1","1","1","1","1","1","1","1","1","1","1","The monster is rolting the sand.","trowel.flatten.sand","crowbar.flatten.donut","trowel.break.flowerpot","0","1","1","0","knife.flatten.sponge","trowel.rip.sack","0","","1","","2 9 4 8 5","    24589","24589","no","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"22FQQ7Q670513AUPFETTWC1213WWCW","A3E6BYDQT3QTDL","Approved","Thu Sep 26 17:18:41 GMT 2013","Thu Sep 26 18:28:56 GMT 2013","Sun Oct 06 11:28:56 PDT 2013","Fri Sep 27 11:21:51 PDT 2013",NA,NA,4215,"100% (2/2)","100% (1/1)","100% (1/1)","really long","yes","USA",NA,NA,16,"3"
"35","109","a3e0f1599dg109","yellow background  with green and red ball bouncing around","12","3","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","crowbar","open","zicking","crowbar","1","1","1","1","1","1","1","1","1","1","1","1","The monster is zicking the grill.","crowbar.open.grill","crowbar.rip.pillow","trowel.open.door","1","1","0","1","crowbar.break.shoe","poker.open.window","1","","0","","2 3 6 9 4","    23469","23469","no","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"22FQQ7Q670513AUPFETTWC1213WWCW","A3E6BYDQT3QTDL","Approved","Thu Sep 26 17:18:41 GMT 2013","Thu Sep 26 18:28:56 GMT 2013","Sun Oct 06 11:28:56 PDT 2013","Fri Sep 27 11:21:51 PDT 2013",NA,NA,4215,"100% (2/2)","100% (1/1)","100% (1/1)","really long","yes","USA",NA,NA,16,"3"
"45","109","a3e0f1599dg109","yellow background  with green and red ball bouncing around","13","2","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","comb","rip","gossing","comb","1","1","1","1","1","1","1","1","1","1","1","1","The monster is gossing the armchair.","comb.rip.armchair","bat.rip.kite","comb.open.book","0","1","1","0","hammer.rip.shirt","comb.flatten.burger","0","","1","","7 6 8 4 3","    34678","34678","no","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"22FQQ7Q670513AUPFETTWC1213WWCW","A3E6BYDQT3QTDL","Approved","Thu Sep 26 17:18:41 GMT 2013","Thu Sep 26 18:28:56 GMT 2013","Sun Oct 06 11:28:56 PDT 2013","Fri Sep 27 11:21:51 PDT 2013",NA,NA,4215,"100% (2/2)","100% (1/1)","100% (1/1)","really long","yes","USA",NA,NA,16,"3"
"37","109","a3e0f1599dg109","yellow background  with green and red ball bouncing around","14","1","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","bat","break","blicking","bat","1","1","1","1","1","1","1","1","1","1","1","1","The monster is blicking the record.","bat.break.record","bat.flatten.cupcake","comb.break.cookies","1","0","0","1","bat.open.babybottle","pliers.break.eyeglasses","1","","0","","3 9 8 1","   1389","1389","no","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"22FQQ7Q670513AUPFETTWC1213WWCW","A3E6BYDQT3QTDL","Approved","Thu Sep 26 17:18:41 GMT 2013","Thu Sep 26 18:28:56 GMT 2013","Sun Oct 06 11:28:56 PDT 2013","Fri Sep 27 11:21:51 PDT 2013",NA,NA,4215,"100% (2/2)","100% (1/1)","100% (1/1)","really long","yes","USA",NA,NA,16,"3"
"40","109","a3e0f1599dg109","yellow background  with green and red ball bouncing around","15","7","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","poker","empty","wugging","poker","1","1","1","1","1","1","1","1","1","1","1","1","The monster is wugging the trash.","poker.empty.trash","poker.crush.car","knife.empty.goblet","1","0","0","1","poker.bend.lamp","crowbar.empty.detergentcontainer","1","","0","","7 5 4 4 5","    44557","44557","no","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"22FQQ7Q670513AUPFETTWC1213WWCW","A3E6BYDQT3QTDL","Approved","Thu Sep 26 17:18:41 GMT 2013","Thu Sep 26 18:28:56 GMT 2013","Sun Oct 06 11:28:56 PDT 2013","Fri Sep 27 11:21:51 PDT 2013",NA,NA,4215,"100% (2/2)","100% (1/1)","100% (1/1)","really long","yes","USA",NA,NA,16,"3"
"34","109","a3e0f1599dg109","yellow background  with green and red ball bouncing around","16","6","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","pliers","bend","klebbing","pliers","1","1","1","1","1","1","1","1","1","1","1","1","The monster is klebbing the candle.","pliers.bend.candle","hammer.bend.sunflower","pliers.cut.pizza","0","1","1","0","bat.bend.flagpole","pliers.empty.martiniglass","0","","1","","1 1 2 7 1","    11127","11127","no","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"22FQQ7Q670513AUPFETTWC1213WWCW","A3E6BYDQT3QTDL","Approved","Thu Sep 26 17:18:41 GMT 2013","Thu Sep 26 18:28:56 GMT 2013","Sun Oct 06 11:28:56 PDT 2013","Fri Sep 27 11:21:51 PDT 2013",NA,NA,4215,"100% (2/2)","100% (1/1)","100% (1/1)","really long","yes","USA",NA,NA,16,"3"
"44","109","a3e0f1599dg109","yellow background  with green and red ball bouncing around","2","7","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","tiptoe","over","birking","over","1","1","1","1","1","1","1","1","1","1","1","1","The monster is birking over the cone.","tiptoe.over.cone","tiptoe.front.snowplow","stoopwalk.over.haystack","1","0","0","1","flapwalk.over.plane","tiptoe.between.pigs","1","1","0","0","9 5 4 9 7","    45799","45799","no","21CDD8XMB3Q3MPIDU7KOCT4GI7FQFV","2SEYHVI44OS2XBCA105ZYBAP5Q6Y4L","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.00","Thu Sep 26 16:51:40 GMT 2013",80,"BatchId:1278696;",14400,864000,"Tue Oct 01 16:51:40 GMT 2013",NA,NA,"22FQQ7Q670513AUPFETTWC1213WWCW","A3E6BYDQT3QTDL","Approved","Thu Sep 26 17:18:41 GMT 2013","Thu Sep 26 18:28:56 GMT 2013","Sun Oct 06 11:28:56 PDT 2013","Fri Sep 27 11:21:51 PDT 2013",NA,NA,4215,"100% (2/2)","100% (1/1)","100% (1/1)","really long","yes","USA",NA,NA,16,"3"
